BBDD;Variable;Dest;Name;ES;BE;DE;FR;IT;NL;SE;UK;US
Main;;;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo
Main;ID;;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid
Main;age;;age;age_rc;profile_julesage;profile_julesage;profile_julesage;age_rc;profile_julesage;profile_julesage;profile_julesage;age
Main;gender;;gender;gender;gender;gender;gender;gender;gender;gender;profile_gender;gender
Main;residence_region;;region;Nielsen_Area_ES_MR;GeoPC_Region1_be;nielsenregion;Grouped_Region_2014;region_grouped_IT;GeoPC_Region1_nl;region;profile_GOR;region
Main;income;;income;income_es_rc;UB_income_BE;hinc;income;profile_gross_household_EU;profile_gross_household_EU;household_income;profile_gross_household;profile_gross_household
Main;income_level;;income_level;income_hml_es;income_hml_be;income_hml_de;income_hml_fr;income_hml_it;income_hml_nl;income_hml_se;income_hml_uk;income_hml_us
Main;aided;;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb
Main;current_own;;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb
Main;ever_own;;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb
Main;consider;;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb
Main;inmarket;;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb
Respostes_regions;;13;sat_14;sat_14;sat_14;sat_14;sat_14;sat_14;sat_14;sat_14;sat_14;sat_14
Respostes_regions;;14;sat_15;sat_15;sat_15;sat_15;sat_15;sat_15;sat_15;sat_15;sat_15;sat_15
Respostes_regions;;15;sat_16;sat_16;sat_16;sat_16;sat_16;sat_16;sat_16;sat_16;sat_16;sat_16
Respostes_regions;;16;sat_17;sat_17;sat_17;sat_17;sat_17;sat_17;sat_17;sat_17;sat_17;sat_17
Respostes_regions;;17;sat_18;sat_18;sat_18;sat_18;sat_18;sat_18;sat_18;sat_18;sat_18;sat_18
Respostes_regions;;18;sat_19;sat_19;sat_19;sat_19;sat_19;sat_19;sat_19;sat_19;sat_19;sat_19
Respostes_regions;;19;sat_20;sat_20;sat_20;sat_20;sat_20;sat_20;sat_20;sat_20;sat_20;sat_20
Respostes_regions;;20;sat_21;sat_21;sat_21;sat_21;sat_21;sat_21;sat_21;sat_21;sat_21;sat_21
Respostes_regions;;21;sat_22;sat_22;sat_22;sat_22;sat_22;sat_22;sat_22;sat_22;sat_22;sat_22
Respostes_regions;;22;sat_23;sat_23;sat_23;sat_23;sat_23;sat_23;sat_23;sat_23;sat_23;
Respostes_regions;;23;sat_24;sat_24;sat_24;sat_24;sat_24;sat_24;sat_24;sat_24;sat_24;
Respostes_regions;;0;rec_1;rec_1;rec_1;rec_1;rec_1;rec_1;rec_1;rec_1;rec_1;rec_1
Respostes_regions;;1;rec_2;rec_2;rec_2;rec_2;rec_2;rec_2;rec_2;rec_2;rec_2;rec_2
Respostes_regions;;2;rec_3;rec_3;rec_3;rec_3;rec_3;rec_3;rec_3;rec_3;rec_3;rec_3
Respostes_regions;;3;rec_4;rec_4;rec_4;rec_4;rec_4;rec_4;rec_4;rec_4;rec_4;rec_4
Respostes_regions;;4;rec_5;rec_5;rec_5;rec_5;rec_5;rec_5;rec_5;rec_5;rec_5;rec_5
Respostes_regions;;5;rec_6;rec_6;rec_6;rec_6;rec_6;rec_6;rec_6;rec_6;rec_6;rec_6
Respostes_regions;;6;rec_7;rec_7;rec_7;rec_7;rec_7;rec_7;rec_7;rec_7;rec_7;rec_7
Respostes_regions;;7;rec_8;rec_8;rec_8;rec_8;rec_8;rec_8;rec_8;rec_8;rec_8;rec_8
Respostes_regions;;8;rec_9;rec_9;rec_9;rec_9;rec_9;rec_9;rec_9;rec_9;rec_9;rec_9
Respostes_regions;;9;rec_10;rec_10;rec_10;rec_10;rec_10;rec_10;rec_10;rec_10;rec_10;rec_10
Respostes_regions;;10;rec_11;rec_11;rec_11;rec_11;rec_11;rec_11;rec_11;rec_11;rec_11;rec_11
Respostes_regions;;11;rec_12;rec_12;rec_12;rec_12;rec_12;rec_12;rec_12;rec_12;rec_12;rec_12
Respostes_regions;;12;rec_13;rec_13;rec_13;rec_13;rec_13;rec_13;rec_13;rec_13;rec_13;rec_13
Respostes_regions;;13;rec_14;rec_14;rec_14;rec_14;rec_14;rec_14;rec_14;rec_14;rec_14;rec_14
Respostes_regions;;14;rec_15;rec_15;rec_15;rec_15;rec_15;rec_15;rec_15;rec_15;rec_15;rec_15
Respostes_regions;;15;rec_16;rec_16;rec_16;rec_16;rec_16;rec_16;rec_16;rec_16;rec_16;rec_16
Respostes_regions;;16;rec_17;rec_17;rec_17;rec_17;rec_17;rec_17;rec_17;rec_17;rec_17;rec_17
Respostes_regions;;17;rec_18;rec_18;rec_18;rec_18;rec_18;rec_18;rec_18;rec_18;rec_18;rec_18
Respostes_regions;;18;rec_19;rec_19;rec_19;rec_19;rec_19;rec_19;rec_19;rec_19;rec_19;rec_19
Respostes_regions;;19;rec_20;rec_20;rec_20;rec_20;rec_20;rec_20;rec_20;rec_20;rec_20;rec_20
Respostes_regions;;20;rec_21;rec_21;rec_21;rec_21;rec_21;rec_21;rec_21;rec_21;rec_21;rec_21
Respostes_regions;;21;rec_22;rec_22;rec_22;rec_22;rec_22;rec_22;rec_22;rec_22;rec_22;rec_22
Respostes_regions;;22;rec_23;rec_23;rec_23;rec_23;rec_23;rec_23;rec_23;rec_23;rec_23;
Respostes_regions;;23;rec_24;rec_24;rec_24;rec_24;rec_24;rec_24;rec_24;rec_24;rec_24;
Generica_enquestat;inmarket;;inmarket;inmarket;inmarket;inmarket;inmarket;inmarket;inmarket;inmarket;inmarket;inmarket
Generica_enquestat;;;Q3_1;Q3_1;Q3_1;Q3_1;Q3_1;Q3_1;Q3_1;Q3_1;Q3_1;Q3_1
Generica_enquestat;;;Q3_2;Q3_2;Q3_2;Q3_2;Q3_2;Q3_2;Q3_2;Q3_2;Q3_2;Q3_2
Generica_enquestat;;;Q3_3;Q3_3;Q3_3;Q3_3;Q3_3;Q3_3;Q3_3;Q3_3;Q3_3;Q3_3
Generica_enquestat;;;Q3_4;Q3_4;Q3_4;Q3_4;Q3_4;Q3_4;Q3_4;Q3_4;Q3_4;Q3_4
Generica_enquestat;;;Q3_5;Q3_5;Q3_5;Q3_5;Q3_5;Q3_5;Q3_5;Q3_5;Q3_5;Q3_5
Generica_enquestat;;;Q3_6;Q3_6;Q3_6;Q3_6;Q3_6;Q3_6;Q3_6;Q3_6;Q3_6;Q3_6
Generica_enquestat;;;Q3_7;Q3_7;Q3_7;Q3_7;Q3_7;Q3_7;Q3_7;Q3_7;Q3_7;Q3_7
Generica_enquestat;;;Q3_8;Q3_8;Q3_8;Q3_8;Q3_8;Q3_8;Q3_8;Q3_8;Q3_8;Q3_8
Generica_enquestat;;;Q3_9;Q3_9;Q3_9;Q3_9;Q3_9;Q3_9;Q3_9;Q3_9;Q3_9;Q3_9
Generica_enquestat;;;Q3_10;Q3_10;Q3_10;Q3_10;Q3_10;Q3_10;Q3_10;Q3_10;Q3_10;Q3_10
Generica_enquestat;;;Q3_11;Q3_11;Q3_11;Q3_11;Q3_11;Q3_11;Q3_11;Q3_11;Q3_11;Q3_11
Generica_enquestat;;;Q3_12;Q3_12;Q3_12;Q3_12;Q3_12;Q3_12;Q3_12;Q3_12;Q3_12;Q3_12
Generica_enquestat;;;Q3_13;Q3_13;Q3_13;Q3_13;Q3_13;Q3_13;Q3_13;Q3_13;Q3_13;Q3_13
Generica_enquestat;;;Q3_14;Q3_14;Q3_14;Q3_14;Q3_14;Q3_14;Q3_14;Q3_14;Q3_14;Q3_14
Generica_enquestat;;;Q3_15;Q3_15;Q3_15;Q3_15;Q3_15;Q3_15;Q3_15;Q3_15;Q3_15;Q3_15
Generica_enquestat;;;Q3_16;Q3_16;Q3_16;Q3_16;Q3_16;Q3_16;Q3_16;Q3_16;Q3_16;Q3_16
Generica_enquestat;;;Q3_17;Q3_17;Q3_17;Q3_17;Q3_17;Q3_17;Q3_17;Q3_17;Q3_17;Q3_17
Generica_enquestat;;;Q3_18;Q3_18;Q3_18;Q3_18;Q3_18;Q3_18;Q3_18;Q3_18;Q3_18;Q3_18
Generica_enquestat;;;Q3_19;Q3_19;Q3_19;Q3_19;Q3_19;Q3_19;Q3_19;Q3_19;Q3_19;Q3_19
Generica_enquestat;;;Q3_98;Q3_98;Q3_98;Q3_98;Q3_98;Q3_98;Q3_98;Q3_98;Q3_98;Q3_98
Respostes_regions;;0;Q5_1_1;Q5_1_1;Q5_1_1;Q5_1_1;Q5_1_1;Q5_1_1;Q5_1_1;Q5_1_1;Q5_1_1;Q5_1_1
Respostes_regions;;0;Q5_1_2;Q5_1_2;Q5_1_2;Q5_1_2;Q5_1_2;Q5_1_2;Q5_1_2;Q5_1_2;Q5_1_2;Q5_1_2
Respostes_regions;;0;Q5_1_3;Q5_1_3;Q5_1_3;Q5_1_3;Q5_1_3;Q5_1_3;Q5_1_3;Q5_1_3;Q5_1_3;Q5_1_3
Respostes_regions;;0;Q5_1_4;Q5_1_4;Q5_1_4;Q5_1_4;Q5_1_4;Q5_1_4;Q5_1_4;Q5_1_4;Q5_1_4;Q5_1_4
Respostes_regions;;0;Q5_1_5;Q5_1_5;Q5_1_5;Q5_1_5;Q5_1_5;Q5_1_5;Q5_1_5;Q5_1_5;Q5_1_5;Q5_1_5
Respostes_regions;;0;Q5_1_6;Q5_1_6;Q5_1_6;Q5_1_6;Q5_1_6;Q5_1_6;Q5_1_6;Q5_1_6;Q5_1_6;Q5_1_6
Respostes_regions;;0;Q5_1_7;Q5_1_7;Q5_1_7;Q5_1_7;Q5_1_7;Q5_1_7;Q5_1_7;Q5_1_7;Q5_1_7;Q5_1_7
Respostes_regions;;0;Q5_1_8;Q5_1_8;Q5_1_8;Q5_1_8;Q5_1_8;Q5_1_8;Q5_1_8;Q5_1_8;Q5_1_8;Q5_1_8
Respostes_regions;;0;Q5_1_9;Q5_1_9;Q5_1_9;Q5_1_9;Q5_1_9;Q5_1_9;Q5_1_9;Q5_1_9;Q5_1_9;Q5_1_9
Respostes_regions;;0;Q5_1_10;Q5_1_10;Q5_1_10;Q5_1_10;Q5_1_10;Q5_1_10;Q5_1_10;Q5_1_10;Q5_1_10;Q5_1_10
Respostes_regions;;0;Q5_1_11;Q5_1_11;Q5_1_11;Q5_1_11;Q5_1_11;Q5_1_11;Q5_1_11;Q5_1_11;Q5_1_11;Q5_1_11
Respostes_regions;;0;Q5_1_12;Q5_1_12;Q5_1_12;Q5_1_12;Q5_1_12;Q5_1_12;Q5_1_12;Q5_1_12;Q5_1_12;Q5_1_12
Respostes_regions;;0;Q5_1_13;Q5_1_13;Q5_1_13;Q5_1_13;Q5_1_13;Q5_1_13;Q5_1_13;Q5_1_13;Q5_1_13;Q5_1_13
Respostes_regions;;0;Q5_1_14;Q5_1_14;Q5_1_14;Q5_1_14;Q5_1_14;Q5_1_14;Q5_1_14;Q5_1_14;Q5_1_14;Q5_1_14
Respostes_regions;;0;Q5_1_15;Q5_1_15;Q5_1_15;Q5_1_15;Q5_1_15;Q5_1_15;Q5_1_15;Q5_1_15;Q5_1_15;Q5_1_15
Respostes_regions;;0;Q5_1_16;Q5_1_16;Q5_1_16;Q5_1_16;Q5_1_16;Q5_1_16;Q5_1_16;Q5_1_16;Q5_1_16;Q5_1_16
Respostes_regions;;0;Q5_1_17;Q5_1_17;Q5_1_17;Q5_1_17;Q5_1_17;Q5_1_17;Q5_1_17;Q5_1_17;Q5_1_17;Q5_1_17
Respostes_regions;;0;Q5_1_18;Q5_1_18;Q5_1_18;Q5_1_18;Q5_1_18;Q5_1_18;Q5_1_18;Q5_1_18;Q5_1_18;Q5_1_18
Respostes_regions;;0;Q5_1_19;Q5_1_19;Q5_1_19;Q5_1_19;Q5_1_19;Q5_1_19;Q5_1_19;Q5_1_19;Q5_1_19;Q5_1_19
Respostes_regions;;0;Q5_1_20;Q5_1_20;Q5_1_20;Q5_1_20;Q5_1_20;Q5_1_20;Q5_1_20;Q5_1_20;Q5_1_20;Q5_1_20
Respostes_regions;;1;Q5_2_1;Q5_2_1;Q5_2_1;Q5_2_1;Q5_2_1;Q5_2_1;Q5_2_1;Q5_2_1;Q5_2_1;Q5_2_1
Respostes_regions;;1;Q5_2_2;Q5_2_2;Q5_2_2;Q5_2_2;Q5_2_2;Q5_2_2;Q5_2_2;Q5_2_2;Q5_2_2;Q5_2_2
Respostes_regions;;1;Q5_2_3;Q5_2_3;Q5_2_3;Q5_2_3;Q5_2_3;Q5_2_3;Q5_2_3;Q5_2_3;Q5_2_3;Q5_2_3
Respostes_regions;;1;Q5_2_4;Q5_2_4;Q5_2_4;Q5_2_4;Q5_2_4;Q5_2_4;Q5_2_4;Q5_2_4;Q5_2_4;Q5_2_4
Respostes_regions;;1;Q5_2_5;Q5_2_5;Q5_2_5;Q5_2_5;Q5_2_5;Q5_2_5;Q5_2_5;Q5_2_5;Q5_2_5;Q5_2_5
Respostes_regions;;1;Q5_2_6;Q5_2_6;Q5_2_6;Q5_2_6;Q5_2_6;Q5_2_6;Q5_2_6;Q5_2_6;Q5_2_6;Q5_2_6
Respostes_regions;;1;Q5_2_7;Q5_2_7;Q5_2_7;Q5_2_7;Q5_2_7;Q5_2_7;Q5_2_7;Q5_2_7;Q5_2_7;Q5_2_7
Respostes_regions;;1;Q5_2_8;Q5_2_8;Q5_2_8;Q5_2_8;Q5_2_8;Q5_2_8;Q5_2_8;Q5_2_8;Q5_2_8;Q5_2_8
Respostes_regions;;1;Q5_2_9;Q5_2_9;Q5_2_9;Q5_2_9;Q5_2_9;Q5_2_9;Q5_2_9;Q5_2_9;Q5_2_9;Q5_2_9
Respostes_regions;;1;Q5_2_10;Q5_2_10;Q5_2_10;Q5_2_10;Q5_2_10;Q5_2_10;Q5_2_10;Q5_2_10;Q5_2_10;Q5_2_10
Respostes_regions;;1;Q5_2_11;Q5_2_11;Q5_2_11;Q5_2_11;Q5_2_11;Q5_2_11;Q5_2_11;Q5_2_11;Q5_2_11;Q5_2_11
Respostes_regions;;1;Q5_2_12;Q5_2_12;Q5_2_12;Q5_2_12;Q5_2_12;Q5_2_12;Q5_2_12;Q5_2_12;Q5_2_12;Q5_2_12
Respostes_regions;;1;Q5_2_13;Q5_2_13;Q5_2_13;Q5_2_13;Q5_2_13;Q5_2_13;Q5_2_13;Q5_2_13;Q5_2_13;Q5_2_13
Respostes_regions;;1;Q5_2_14;Q5_2_14;Q5_2_14;Q5_2_14;Q5_2_14;Q5_2_14;Q5_2_14;Q5_2_14;Q5_2_14;Q5_2_14
Respostes_regions;;1;Q5_2_15;Q5_2_15;Q5_2_15;Q5_2_15;Q5_2_15;Q5_2_15;Q5_2_15;Q5_2_15;Q5_2_15;Q5_2_15
Respostes_regions;;1;Q5_2_16;Q5_2_16;Q5_2_16;Q5_2_16;Q5_2_16;Q5_2_16;Q5_2_16;Q5_2_16;Q5_2_16;Q5_2_16
Respostes_regions;;1;Q5_2_17;Q5_2_17;Q5_2_17;Q5_2_17;Q5_2_17;Q5_2_17;Q5_2_17;Q5_2_17;Q5_2_17;Q5_2_17
Respostes_regions;;1;Q5_2_18;Q5_2_18;Q5_2_18;Q5_2_18;Q5_2_18;Q5_2_18;Q5_2_18;Q5_2_18;Q5_2_18;Q5_2_18
Respostes_regions;;1;Q5_2_19;Q5_2_19;Q5_2_19;Q5_2_19;Q5_2_19;Q5_2_19;Q5_2_19;Q5_2_19;Q5_2_19;Q5_2_19
Respostes_regions;;1;Q5_2_20;Q5_2_20;Q5_2_20;Q5_2_20;Q5_2_20;Q5_2_20;Q5_2_20;Q5_2_20;Q5_2_20;Q5_2_20
Respostes_regions;;2;Q5_3_1;Q5_3_1;Q5_3_1;Q5_3_1;Q5_3_1;Q5_3_1;Q5_3_1;Q5_3_1;Q5_3_1;Q5_3_1
Respostes_regions;;2;Q5_3_2;Q5_3_2;Q5_3_2;Q5_3_2;Q5_3_2;Q5_3_2;Q5_3_2;Q5_3_2;Q5_3_2;Q5_3_2
Respostes_regions;;2;Q5_3_3;Q5_3_3;Q5_3_3;Q5_3_3;Q5_3_3;Q5_3_3;Q5_3_3;Q5_3_3;Q5_3_3;Q5_3_3
Respostes_regions;;2;Q5_3_4;Q5_3_4;Q5_3_4;Q5_3_4;Q5_3_4;Q5_3_4;Q5_3_4;Q5_3_4;Q5_3_4;Q5_3_4
Respostes_regions;;2;Q5_3_5;Q5_3_5;Q5_3_5;Q5_3_5;Q5_3_5;Q5_3_5;Q5_3_5;Q5_3_5;Q5_3_5;Q5_3_5
Respostes_regions;;2;Q5_3_6;Q5_3_6;Q5_3_6;Q5_3_6;Q5_3_6;Q5_3_6;Q5_3_6;Q5_3_6;Q5_3_6;Q5_3_6
Respostes_regions;;2;Q5_3_7;Q5_3_7;Q5_3_7;Q5_3_7;Q5_3_7;Q5_3_7;Q5_3_7;Q5_3_7;Q5_3_7;Q5_3_7
Respostes_regions;;2;Q5_3_8;Q5_3_8;Q5_3_8;Q5_3_8;Q5_3_8;Q5_3_8;Q5_3_8;Q5_3_8;Q5_3_8;Q5_3_8
Respostes_regions;;2;Q5_3_9;Q5_3_9;Q5_3_9;Q5_3_9;Q5_3_9;Q5_3_9;Q5_3_9;Q5_3_9;Q5_3_9;Q5_3_9
Respostes_regions;;2;Q5_3_10;Q5_3_10;Q5_3_10;Q5_3_10;Q5_3_10;Q5_3_10;Q5_3_10;Q5_3_10;Q5_3_10;Q5_3_10
Respostes_regions;;2;Q5_3_11;Q5_3_11;Q5_3_11;Q5_3_11;Q5_3_11;Q5_3_11;Q5_3_11;Q5_3_11;Q5_3_11;Q5_3_11
Respostes_regions;;2;Q5_3_12;Q5_3_12;Q5_3_12;Q5_3_12;Q5_3_12;Q5_3_12;Q5_3_12;Q5_3_12;Q5_3_12;Q5_3_12
Respostes_regions;;2;Q5_3_13;Q5_3_13;Q5_3_13;Q5_3_13;Q5_3_13;Q5_3_13;Q5_3_13;Q5_3_13;Q5_3_13;Q5_3_13
Respostes_regions;;2;Q5_3_14;Q5_3_14;Q5_3_14;Q5_3_14;Q5_3_14;Q5_3_14;Q5_3_14;Q5_3_14;Q5_3_14;Q5_3_14
Respostes_regions;;2;Q5_3_15;Q5_3_15;Q5_3_15;Q5_3_15;Q5_3_15;Q5_3_15;Q5_3_15;Q5_3_15;Q5_3_15;Q5_3_15
Respostes_regions;;2;Q5_3_16;Q5_3_16;Q5_3_16;Q5_3_16;Q5_3_16;Q5_3_16;Q5_3_16;Q5_3_16;Q5_3_16;Q5_3_16
Respostes_regions;;2;Q5_3_17;Q5_3_17;Q5_3_17;Q5_3_17;Q5_3_17;Q5_3_17;Q5_3_17;Q5_3_17;Q5_3_17;Q5_3_17
Respostes_regions;;2;Q5_3_18;Q5_3_18;Q5_3_18;Q5_3_18;Q5_3_18;Q5_3_18;Q5_3_18;Q5_3_18;Q5_3_18;Q5_3_18
Respostes_regions;;2;Q5_3_19;Q5_3_19;Q5_3_19;Q5_3_19;Q5_3_19;Q5_3_19;Q5_3_19;Q5_3_19;Q5_3_19;Q5_3_19
Respostes_regions;;2;Q5_3_20;Q5_3_20;Q5_3_20;Q5_3_20;Q5_3_20;Q5_3_20;Q5_3_20;Q5_3_20;Q5_3_20;Q5_3_20
Respostes_regions;;3;Q5_4_1;Q5_4_1;Q5_4_1;Q5_4_1;Q5_4_1;Q5_4_1;Q5_4_1;Q5_4_1;Q5_4_1;Q5_4_1
Respostes_regions;;3;Q5_4_2;Q5_4_2;Q5_4_2;Q5_4_2;Q5_4_2;Q5_4_2;Q5_4_2;Q5_4_2;Q5_4_2;Q5_4_2
Respostes_regions;;3;Q5_4_3;Q5_4_3;Q5_4_3;Q5_4_3;Q5_4_3;Q5_4_3;Q5_4_3;Q5_4_3;Q5_4_3;Q5_4_3
Respostes_regions;;3;Q5_4_4;Q5_4_4;Q5_4_4;Q5_4_4;Q5_4_4;Q5_4_4;Q5_4_4;Q5_4_4;Q5_4_4;Q5_4_4
Respostes_regions;;3;Q5_4_5;Q5_4_5;Q5_4_5;Q5_4_5;Q5_4_5;Q5_4_5;Q5_4_5;Q5_4_5;Q5_4_5;Q5_4_5
Respostes_regions;;3;Q5_4_6;Q5_4_6;Q5_4_6;Q5_4_6;Q5_4_6;Q5_4_6;Q5_4_6;Q5_4_6;Q5_4_6;Q5_4_6
Respostes_regions;;3;Q5_4_7;Q5_4_7;Q5_4_7;Q5_4_7;Q5_4_7;Q5_4_7;Q5_4_7;Q5_4_7;Q5_4_7;Q5_4_7
Respostes_regions;;3;Q5_4_8;Q5_4_8;Q5_4_8;Q5_4_8;Q5_4_8;Q5_4_8;Q5_4_8;Q5_4_8;Q5_4_8;Q5_4_8
Respostes_regions;;3;Q5_4_9;Q5_4_9;Q5_4_9;Q5_4_9;Q5_4_9;Q5_4_9;Q5_4_9;Q5_4_9;Q5_4_9;Q5_4_9
Respostes_regions;;3;Q5_4_10;Q5_4_10;Q5_4_10;Q5_4_10;Q5_4_10;Q5_4_10;Q5_4_10;Q5_4_10;Q5_4_10;Q5_4_10
Respostes_regions;;3;Q5_4_11;Q5_4_11;Q5_4_11;Q5_4_11;Q5_4_11;Q5_4_11;Q5_4_11;Q5_4_11;Q5_4_11;Q5_4_11
Respostes_regions;;3;Q5_4_12;Q5_4_12;Q5_4_12;Q5_4_12;Q5_4_12;Q5_4_12;Q5_4_12;Q5_4_12;Q5_4_12;Q5_4_12
Respostes_regions;;3;Q5_4_13;Q5_4_13;Q5_4_13;Q5_4_13;Q5_4_13;Q5_4_13;Q5_4_13;Q5_4_13;Q5_4_13;Q5_4_13
Respostes_regions;;3;Q5_4_14;Q5_4_14;Q5_4_14;Q5_4_14;Q5_4_14;Q5_4_14;Q5_4_14;Q5_4_14;Q5_4_14;Q5_4_14
Respostes_regions;;3;Q5_4_15;Q5_4_15;Q5_4_15;Q5_4_15;Q5_4_15;Q5_4_15;Q5_4_15;Q5_4_15;Q5_4_15;Q5_4_15
Respostes_regions;;3;Q5_4_16;Q5_4_16;Q5_4_16;Q5_4_16;Q5_4_16;Q5_4_16;Q5_4_16;Q5_4_16;Q5_4_16;Q5_4_16
Respostes_regions;;3;Q5_4_17;Q5_4_17;Q5_4_17;Q5_4_17;Q5_4_17;Q5_4_17;Q5_4_17;Q5_4_17;Q5_4_17;Q5_4_17
Respostes_regions;;3;Q5_4_18;Q5_4_18;Q5_4_18;Q5_4_18;Q5_4_18;Q5_4_18;Q5_4_18;Q5_4_18;Q5_4_18;Q5_4_18
Respostes_regions;;3;Q5_4_19;Q5_4_19;Q5_4_19;Q5_4_19;Q5_4_19;Q5_4_19;Q5_4_19;Q5_4_19;Q5_4_19;Q5_4_19
Respostes_regions;;3;Q5_4_20;Q5_4_20;Q5_4_20;Q5_4_20;Q5_4_20;Q5_4_20;Q5_4_20;Q5_4_20;Q5_4_20;Q5_4_20
Respostes_regions;;4;Q5_5_1;Q5_5_1;Q5_5_1;Q5_5_1;Q5_5_1;Q5_5_1;Q5_5_1;Q5_5_1;Q5_5_1;Q5_5_1
Respostes_regions;;4;Q5_5_2;Q5_5_2;Q5_5_2;Q5_5_2;Q5_5_2;Q5_5_2;Q5_5_2;Q5_5_2;Q5_5_2;Q5_5_2
Respostes_regions;;4;Q5_5_3;Q5_5_3;Q5_5_3;Q5_5_3;Q5_5_3;Q5_5_3;Q5_5_3;Q5_5_3;Q5_5_3;Q5_5_3
Respostes_regions;;4;Q5_5_4;Q5_5_4;Q5_5_4;Q5_5_4;Q5_5_4;Q5_5_4;Q5_5_4;Q5_5_4;Q5_5_4;Q5_5_4
Respostes_regions;;4;Q5_5_5;Q5_5_5;Q5_5_5;Q5_5_5;Q5_5_5;Q5_5_5;Q5_5_5;Q5_5_5;Q5_5_5;Q5_5_5
Respostes_regions;;4;Q5_5_6;Q5_5_6;Q5_5_6;Q5_5_6;Q5_5_6;Q5_5_6;Q5_5_6;Q5_5_6;Q5_5_6;Q5_5_6
Respostes_regions;;4;Q5_5_7;Q5_5_7;Q5_5_7;Q5_5_7;Q5_5_7;Q5_5_7;Q5_5_7;Q5_5_7;Q5_5_7;Q5_5_7
Respostes_regions;;4;Q5_5_8;Q5_5_8;Q5_5_8;Q5_5_8;Q5_5_8;Q5_5_8;Q5_5_8;Q5_5_8;Q5_5_8;Q5_5_8
Respostes_regions;;4;Q5_5_9;Q5_5_9;Q5_5_9;Q5_5_9;Q5_5_9;Q5_5_9;Q5_5_9;Q5_5_9;Q5_5_9;Q5_5_9
Respostes_regions;;4;Q5_5_10;Q5_5_10;Q5_5_10;Q5_5_10;Q5_5_10;Q5_5_10;Q5_5_10;Q5_5_10;Q5_5_10;Q5_5_10
Respostes_regions;;4;Q5_5_11;Q5_5_11;Q5_5_11;Q5_5_11;Q5_5_11;Q5_5_11;Q5_5_11;Q5_5_11;Q5_5_11;Q5_5_11
Respostes_regions;;4;Q5_5_12;Q5_5_12;Q5_5_12;Q5_5_12;Q5_5_12;Q5_5_12;Q5_5_12;Q5_5_12;Q5_5_12;Q5_5_12
Respostes_regions;;4;Q5_5_13;Q5_5_13;Q5_5_13;Q5_5_13;Q5_5_13;Q5_5_13;Q5_5_13;Q5_5_13;Q5_5_13;Q5_5_13
Respostes_regions;;4;Q5_5_14;Q5_5_14;Q5_5_14;Q5_5_14;Q5_5_14;Q5_5_14;Q5_5_14;Q5_5_14;Q5_5_14;Q5_5_14
Respostes_regions;;4;Q5_5_15;Q5_5_15;Q5_5_15;Q5_5_15;Q5_5_15;Q5_5_15;Q5_5_15;Q5_5_15;Q5_5_15;Q5_5_15
Respostes_regions;;4;Q5_5_16;Q5_5_16;Q5_5_16;Q5_5_16;Q5_5_16;Q5_5_16;Q5_5_16;Q5_5_16;Q5_5_16;Q5_5_16
Respostes_regions;;4;Q5_5_17;Q5_5_17;Q5_5_17;Q5_5_17;Q5_5_17;Q5_5_17;Q5_5_17;Q5_5_17;Q5_5_17;Q5_5_17
Respostes_regions;;4;Q5_5_18;Q5_5_18;Q5_5_18;Q5_5_18;Q5_5_18;Q5_5_18;Q5_5_18;Q5_5_18;Q5_5_18;Q5_5_18
Respostes_regions;;4;Q5_5_19;Q5_5_19;Q5_5_19;Q5_5_19;Q5_5_19;Q5_5_19;Q5_5_19;Q5_5_19;Q5_5_19;Q5_5_19
Respostes_regions;;4;Q5_5_20;Q5_5_20;Q5_5_20;Q5_5_20;Q5_5_20;Q5_5_20;Q5_5_20;Q5_5_20;Q5_5_20;Q5_5_20
Respostes_regions;;5;Q5_6_1;Q5_6_1;Q5_6_1;Q5_6_1;Q5_6_1;Q5_6_1;Q5_6_1;Q5_6_1;Q5_6_1;Q5_6_1
Respostes_regions;;5;Q5_6_2;Q5_6_2;Q5_6_2;Q5_6_2;Q5_6_2;Q5_6_2;Q5_6_2;Q5_6_2;Q5_6_2;Q5_6_2
Respostes_regions;;5;Q5_6_3;Q5_6_3;Q5_6_3;Q5_6_3;Q5_6_3;Q5_6_3;Q5_6_3;Q5_6_3;Q5_6_3;Q5_6_3
Respostes_regions;;5;Q5_6_4;Q5_6_4;Q5_6_4;Q5_6_4;Q5_6_4;Q5_6_4;Q5_6_4;Q5_6_4;Q5_6_4;Q5_6_4
